品類,品類英文,子分類,子分類名,模板ID,模板名稱,英文名稱,比例,風格注入等級,提示詞
3C電子,electronics,charger,充電配件,elec_chg_05_comparison,尺寸對比,Size Comparison,1:01,none,"This charger placed next to a standard credit card and a coin for precise size reference. All items are arranged side by side on a clean white surface with subtle grid lines for scale. Shot from directly above at 90 degrees with even, bright overhead lighting. A ruler or centimeter scale is visible along the bottom edge of the frame. Shot at f/11 with a 50mm lens for maximum sharpness across all objects. The charger's compact dimensions are immediately apparent compared to the familiar reference items. Color-accurate lighting at 5500K with no color cast. Clean, informational product photography emphasizing the charger's compact form factor."
3C電子,electronics,case,保護殼,elec_case_01_on_device,裝機展示,On Device,3:04,full,"This protective case installed on a device (phone/tablet), shown from a three-quarter front angle. The device screen is visible with a clean wallpaper, and the case wraps around the edges seamlessly. Shot from a slightly elevated 20-degree angle to show both the case front edge and side profile. Clean white or light gray background. Professional product lighting with a large overhead softbox and side fill for even illumination. Shot at f/5.6 with an 85mm lens. The image clearly shows the case's precise cutouts for buttons, cameras, and ports. The fit looks seamless and premium. Professional tech accessory photography."
3C電子,electronics,case,保護殼,elec_case_02_drop_test,防摔展示,Drop Protection,1:01,none,"This protective case shown from multiple angles highlighting its protective features. Display the case from three perspectives: corner protection close-up, raised lip around the screen edge, and the reinforced back panel. Arranged in a clean layout on a white background. Each angle has clear visual emphasis on the protective engineering: thick corners, lip elevation, shock-absorbing material. Bright, even studio lighting from a large overhead diffusion panel. Shot at f/8 with a 90mm lens for maximum detail across all views. The image communicates robust protection capability and engineering quality. Technical product photography for protective accessories."
3C電子,electronics,case,保護殼,elec_case_03_grip,手持握感,Hand Grip,3:04,full,"A hand naturally gripping a device with this protective case installed. The hand holds the device in a typical one-handed usage position, showing how the case feels in the palm. The case's texture, grip pattern, and ergonomic contours are visible along the sides. Shot from a side angle at hand height with a 85mm lens at f/3.5 for shallow depth of field. Clean neutral background. Soft key light from the left with a fill reflector on the right for natural skin tones. The image demonstrates comfortable grip, slim profile, and tactile case texture. Lifestyle tech accessory photography emphasizing everyday hand-feel."
3C電子,electronics,case,保護殼,elec_case_04_pattern,圖案展示,Pattern Display,3:04,none,"The back of this protective case displayed face-up, showing the full design, pattern, or artwork. The case is placed flat on a clean surface with the back panel filling about 80% of the frame. Shot from directly above at 90 degrees to show the pattern without perspective distortion. Bright, even lighting from a large overhead diffusion panel at 5500K for accurate color reproduction. The camera cutout, logo, and every design detail are sharply rendered. Shot at f/8 with a 50mm lens. A subtle shadow at the edges gives the case dimensionality against the surface. Professional product photography showcasing the case's visual design and aesthetic appeal."
3C電子,electronics,case,保護殼,elec_case_05_slim,超薄展示,Slim Profile,4:03,light,"This protective case shown in side profile on a device, emphasizing its slim, minimal thickness. The device with case is positioned on its side or held at eye level to show the edge-on profile. The thin profile of the case is the clear focus, with the screen and back visible in the composition. Shot at f/4 with a 100mm macro lens from exact side-on level for accurate thickness representation. A ruler or millimeter reference near the edge for precise thickness visualization. Clean white background with soft side lighting that accentuates the thin edge line. A subtle rim light from behind creates definition along the case edge. Professional tech product photography emphasizing ultra-slim design and minimal added bulk."
美妝,beauty,common,通用場景,beauty_01_white_bg,白底主圖,White Background,1:01,none,"This beauty/skincare product on a pure white background. Professional cosmetics photography with soft, even lighting. The product is centered, showing the label and packaging design clearly. Slight reflection on a glossy surface for luxury feel. Ultra-sharp focus on the product and text. Shot at f/8 with a 90mm tilt-shift lens to keep the label perfectly flat and readable. Commercial beauty product photography."
美妝,beauty,common,通用場景,beauty_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional beauty product infographic. Show this product on a soft pastel or white background. Add elegant callout elements highlighting 3-4 key selling points: key active ingredients, skin benefits, texture/formula type, and any certifications (organic, cruelty-free, dermatologist tested). Feminine, clean design with elegant serif or script typography. Use diffused front lighting to eliminate harsh shadows on the packaging. Beauty brand product page aesthetic."
美妝,beauty,common,通用場景,beauty_03_texture_closeup,質地特寫,Texture Close-up,1:01,light,"Close-up of this beauty product showing its texture and consistency. A swatch or dollop of the product on clean skin or a glass surface. Shows the product's color, texture (creamy, gel, liquid, powder). Macro photography with beautiful lighting that captures the product's quality. Shot at f/2.8 with a dedicated macro lens, using side lighting to reveal surface texture. The image helps buyers understand the product's feel and consistency. Luxurious beauty product texture photography."
美妝,beauty,common,通用場景,beauty_04_ingredients,成分展示圖,Ingredients Showcase,1:01,none,"This beauty product surrounded by its natural key ingredients: fresh flowers, herbs, fruits, honey, aloe vera, or botanical elements depending on the product type. Arranged on a clean marble or wood surface. Soft, natural lighting with a fresh, organic feel. Shot overhead at f/5.6 to keep both the product and scattered ingredients in focus. The composition communicates natural, effective ingredients. Premium beauty brand ingredient storytelling photography."
美妝,beauty,common,通用場景,beauty_05_vanity_scene,梳妝台場景,Vanity Scene,4:03,full,"This beauty product on an elegant vanity table or bathroom shelf. Styled with a mirror, other beauty items, and fresh flowers. Soft, warm lighting creating a pampering, spa-like atmosphere. The product is the hero, placed prominently in the foreground. Shot at 50mm f/2.0 to create a dreamy bokeh around the surrounding vanity items. Lifestyle beauty photography that evokes self-care and luxury. Instagram-worthy beauty shelfie aesthetic."
美妝,beauty,common,通用場景,beauty_06_application,使用效果圖,Application Scene,3:04,full,"A model applying or using this beauty product in a natural, elegant way. Close-up of the application process showing the product in use. Soft, flattering lighting on clear, healthy skin. Clean background, the focus is on the product interaction with skin. Shot at 85mm f/1.8 for flattering compression and creamy skin-tone bokeh. The image helps buyers visualize using the product themselves. Professional beauty campaign photography."
美妝,beauty,common,通用場景,beauty_07_before_after,效果對比圖,Before & After,1:01,full,"A conceptual before-and-after visual for this beauty product. Split composition: one side shows dull, dry skin tone; the other side shows radiant, glowing skin. The product is placed in the center as the transformative element. Clean, clinical yet aspirational photography. Lit with a large octabox overhead for even, shadow-free skin illumination. Subtle visual cues showing improvement. Professional beauty results photography."
美妝,beauty,common,通用場景,beauty_08_gift_set,禮盒套裝圖,Gift Set Display,1:01,light,"This beauty product presented as part of a curated gift set or skincare routine. Arranged with complementary products in a beautiful gift box or tray. Satin ribbon, tissue paper, or dried flowers as elegant props. The arrangement suggests a complete beauty ritual. Soft, luxurious lighting. Premium gift-worthy presentation. Shot at a 45-degree angle at f/4 to capture depth while keeping all items legible. Beauty set photography for holiday and gift marketing."
美妝,beauty,common,通用場景,beauty_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This beauty product in a dreamy, aspirational setting. Styled on a marble surface with gold accents, fresh peonies, a silk scarf, and soft candlelight. Warm, golden tones creating a luxurious, feminine atmosphere. The product catches beautiful light highlights. Shot at 35mm f/2.0 from a low angle to make the product feel grand and editorial. High-end beauty brand editorial photography that conveys indulgence and premium quality."
美妝,beauty,skincare,護膚品,beauty_skin_01_routine,護膚步驟,Skincare Routine Order,4:03,light,"A curated collection of skincare products arranged in correct routine order on a clean marble vanity surface. The hero product is highlighted with a subtle spotlight while cleanser, toner, serum, moisturizer, and SPF are lined up sequentially. Each bottle is slightly angled to show its label, with small numbered indicators suggesting the order of application. Soft diffused overhead lighting creates gentle reflections on the glass bottles. Shot at 50mm f/4 from a 30-degree elevated angle to capture the full lineup with even sharpness across all products."
美妝,beauty,skincare,護膚品,beauty_skin_02_texture,質地展示,Texture Swatch Display,1:01,light,"A close-up macro shot of cream or serum texture swatched across the back of a hand or inner forearm with clean, healthy skin. The swatch shows the product's consistency, color, and spreadability in a smooth gradient from thick dollop to thin spread. Raking side light at a low angle reveals the product's glossy or matte finish and micro-texture details. The background is a soft, out-of-focus neutral tone that keeps full attention on the swatch. Shot at f/2.8 with a 100mm macro lens for extreme detail on the product's formulation quality."
美妝,beauty,skincare,護膚品,beauty_skin_03_ingredients,成分展示,Natural Ingredients Scene,1:01,none,"This skincare product placed at the center of a flat lay surrounded by its key natural ingredients such as sliced aloe vera, fresh rose petals, vitamin C orange slices, and green tea leaves. Each ingredient is artfully scattered on a white marble slab with small water droplets for a fresh, dewy feel. Bright, even overhead lighting with a large softbox ensures no harsh shadows on the product label. The composition radiates purity, natural efficacy, and botanical luxury. Shot directly overhead at f/5.6 to keep all elements crisp and in focus."
美妝,beauty,skincare,護膚品,beauty_skin_04_before_after,使用前後,Before & After Skin,1:01,full,"A split-screen conceptual image showing skin condition improvement with this skincare product. The left half shows dull, textured, uneven skin tone under flat clinical lighting, while the right half reveals radiant, smooth, glowing skin with a healthy luminosity. The skincare product bottle is placed at the center dividing line as the transformative hero element. Clean, clinical white background with professional dermatological photography lighting using a ring light for even skin illumination. Shot at 85mm f/4 for consistent sharpness across both halves of the comparison."
美妝,beauty,skincare,護膚品,beauty_skin_05_night_routine,晚間護理,Night Routine Setting,4:03,full,"This skincare product in a cozy nighttime self-care setting on a bedside table or bathroom vanity with warm amber lighting. A scented candle glows softly beside the product, with a silk sleep mask and a small jade roller as styling props. The warm color temperature around 2700K creates an intimate, relaxing atmosphere that evokes a luxurious evening wind-down ritual. Shallow depth of field draws the eye to the product while the candlelit background melts into a soft golden bokeh. Shot at 50mm f/1.8 from a low angle to give the product a prominent, editorial presence in the scene."
美妝,beauty,makeup,彩妝,beauty_mk_01_swatch,色號展示,Color Swatches,4:03,light,"Multiple color swatches of this makeup product applied in clean, parallel stripes along the inner forearm against warm skin tones. Each swatch is clearly separated and shows the pigment's true color, opacity, and finish from sheer to full coverage. Bright, neutral-temperature studio lighting with a large overhead softbox to ensure accurate color reproduction without any color cast. The forearm rests on a clean white surface, and each swatch is evenly applied for consistency. Shot at f/4 with a 90mm lens from directly above the arm to minimize perspective distortion on the color comparison."
美妝,beauty,makeup,彩妝,beauty_mk_02_application,上妝過程,Makeup Application,3:04,full,"A model in the process of applying this makeup product, captured mid-action with a brush or applicator touching the face. The shot frames from the chin to the forehead, showing the model's focused expression and the product making contact with flawless skin. Soft beauty lighting with a large octabox positioned slightly above and in front to eliminate under-eye shadows. The makeup product and its packaging are visible in the model's other hand for brand recognition. Shot at 85mm f/2.0 for flattering facial compression with a creamy, out-of-focus pastel background."
美妝,beauty,makeup,彩妝,beauty_mk_03_palette,眼影盤展開,Open Palette Display,1:01,none,"An open eyeshadow or makeup palette laid flat on a reflective dark surface, displaying all color pans in their full range. Each shade catches the studio light differently, revealing shimmer, matte, satin, and glitter finishes across the palette. A few complementary brushes are placed alongside the palette at artistic angles for context. Overhead ring light provides perfectly even illumination across every pan with no hot spots or color shifts. Shot directly overhead at f/5.6 with a 60mm lens to keep every shade uniformly sharp and color-accurate."
美妝,beauty,makeup,彩妝,beauty_mk_04_look,完妝效果,Finished Makeup Look,3:04,full,"A striking close-up portrait of a model showcasing a finished makeup look created with this product. The camera captures the face from a slight three-quarter angle, highlighting the eye makeup, lip color, and overall complexion. Professional beauty dish lighting from above and slightly to the side creates sculpted cheekbone highlights and a catchlight in the eyes. The model's skin appears flawless with the makeup product's effect clearly visible and aspirational. Shot at 105mm f/2.8 for a tight beauty portrait with smooth skin tones and a clean, solid-color background."
美妝,beauty,makeup,彩妝,beauty_mk_05_tools,工具搭配,Product with Tools,1:01,light,"This makeup product artfully arranged with professional application tools including brushes, beauty blenders, and sponges on a clean marble or acrylic surface. The tools fan out from the product in a visually balanced composition, each tool suggesting a different application technique. Soft lateral lighting from the left creates gentle shadows that add depth and dimension to the bristle textures and sponge surfaces. A light dusting of powder or pigment is scattered on the surface for an authentic, editorial touch. Shot at a 45-degree angle at f/4 with a 50mm lens to capture the full arrangement with pleasing depth."
美妝,beauty,tools,美容工具,beauty_tool_01_usage,使用示範,Tool Usage Demo,3:04,full,"A model demonstrating this beauty tool in use on her face or body, showing the correct technique and application area. The shot is framed from the shoulders up, with the tool making gentle contact with the skin in a natural, relaxed pose. Soft beauty lighting with a key light at 45 degrees and a fill reflector to show both the tool details and the model's skin texture. The model's expression conveys relaxation and self-care enjoyment. Shot at 70mm f/2.4 to keep the tool and contact area in sharp focus while softening the background into a clean bokeh."
美妝,beauty,tools,美容工具,beauty_tool_02_before_after,效果對比,Tool Before & After,1:01,full,"A split-composition image showing the visible results of using this beauty tool, with a before state on the left and an after state on the right. The before side shows the natural baseline skin or hair condition under flat, neutral lighting. The after side reveals the improved result with a subtle glow, smoother texture, or more defined features after tool usage. The beauty tool is placed at the center dividing line as the key element connecting both halves. Shot at 85mm f/4 with consistent, calibrated studio lighting on both sides to ensure a fair, professional comparison."
美妝,beauty,tools,美容工具,beauty_tool_03_portable,便攜展示,Portable Display,4:03,light,"This beauty tool tucked neatly inside an open designer makeup bag or travel pouch, showing its compact and portable size. The pouch sits on a clean surface with a few other travel-sized beauty essentials peeking out for lifestyle context. A passport, sunglasses, or boarding pass in the soft background suggests travel readiness and on-the-go convenience. Bright, natural window light from the side creates an airy, editorial travel lifestyle feel. Shot at 35mm f/3.5 from a slightly elevated angle to show the interior of the pouch and the tool's size relative to other items."
美妝,beauty,tools,美容工具,beauty_tool_04_charging,充電展示,Charging Display,1:01,none,"This electronic beauty tool elegantly positioned on its charging dock or base station on a clean, minimalist vanity surface. A small LED indicator light glows softly, signaling the charging status and adding a modern tech-forward accent. The sleek design of the tool and dock are highlighted by controlled studio lighting with a subtle rim light outlining the product silhouette. The background is a soft gradient or clean wall, keeping the focus entirely on the product's premium industrial design. Shot at 60mm f/3.5 at a low eye-level angle to emphasize the product's upright stance and sophisticated charging station design."
美妝,beauty,tools,美容工具,beauty_tool_05_accessories,配件展示,Tool Accessories Display,1:01,light,"This beauty tool displayed with all its interchangeable heads, attachments, and accessories arranged in a neat, organized layout around the main device. Each replacement head is placed with clear spacing, showing different functions such as cleansing, exfoliating, massaging, and toning. A clean white or light gray surface provides maximum contrast for each small accessory piece. Bright, even overhead lighting from a large diffusion panel eliminates shadows and ensures every detail is visible. Shot directly overhead at f/7.1 with a 50mm lens for a satisfying flat-lay composition with uniform sharpness across all pieces."
居家,home,common,通用場景,home_01_white_bg,白底主圖,White Background,1:01,none,"This home product on a pure white background. Professional product photography with soft, even studio lighting. The product is centered, showing its form and design clearly. Slight shadow for natural grounding. Occupies about 80% of the frame. Shot at f/9 with dual strip softboxes for even, wrap-around illumination. Clean, crisp commercial e-commerce photography."
居家,home,common,通用場景,home_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional home product infographic. Show this product on a clean white background with elegant callout lines pointing to 3-4 key features: material quality, functional design elements, capacity/dimensions, and any special features (eco-friendly, foldable, waterproof). Clean Scandinavian design aesthetic with modern typography. Use flat, diffused lighting to minimize glare on text callouts. Style reference: IKEA or MUJI product feature page."
居家,home,common,通用場景,home_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Close-up detail shots of this home product showing quality and craftsmanship. Focus on: material texture (wood grain, fabric weave, ceramic glaze), connection joints, hardware quality, and finish details. Macro photography with precise lighting. Shot at f/2.8 with raking side light to accentuate surface texture and grain. The details should convey quality and durability. Professional product detail photography."
居家,home,common,通用場景,home_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This home product placed in context to show its real-world size. Shown on a table, shelf, or counter with common household items nearby for scale: a coffee mug, books, or a plant. Clean, minimalist setting. Bright, natural lighting. Shot from a straight-on eye-level angle at f/8 for uniform sharpness across all items. The composition clearly communicates the product's dimensions. Practical e-commerce size reference photography."
居家,home,common,通用場景,home_05_living_room,客廳場景,Living Room Scene,4:03,full,"This home product styled in a beautiful, modern living room setting. Scandinavian or Japanese minimalist interior design aesthetic. Natural window light filling the space with warmth. The product is placed naturally among other tasteful decor items. Shot at 24mm f/2.8 to capture the room context while keeping the product as the focal point. Lifestyle interior photography that helps buyers visualize the product in their home. Warm, inviting atmosphere."
居家,home,common,通用場景,home_06_kitchen_bath,廚房/浴室場景,Kitchen or Bath Scene,4:03,full,"This home product in a clean, modern kitchen or bathroom setting. Bright, well-organized space with natural or warm artificial lighting. The product is placed in its intended use location. Other complementary items visible (plants, towels, cooking utensils). Shot at 35mm f/3.5 with window backlight for a bright, airy editorial feel. Interior styling photography with a fresh, clean aesthetic. The image helps buyers imagine the product in their own space."
居家,home,common,通用場景,home_07_in_use,使用展示,In Use Demonstration,3:04,full,"A person using this home product in a natural, everyday scenario. The image clearly demonstrates the product's function and ease of use. Bright, clean setting with natural lighting. The person's interaction with the product looks effortless and natural. Shot at 50mm f/2.0 with the subject and product in sharp focus against a softly blurred room. Lifestyle photography that communicates practical value. Warm, relatable home life aesthetic."
居家,home,common,通用場景,home_08_organization,收納/組合圖,Organization Display,1:01,light,"This home product shown in an organized arrangement, demonstrating its storage capacity or how it works as part of a set. Items neatly organized inside or arranged alongside the product. Clean, top-down or slight angle photography. Shot overhead at f/5.6 with a large diffusion panel for soft, even illumination. The image communicates order, efficiency, and good design. Satisfying organizational photography aesthetic."
居家,home,common,通用場景,home_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This home product in a beautifully styled interior vignette. Curated arrangement with complementary decor: plants, candles, books, ceramic pieces, creating a cohesive home aesthetic. Warm golden hour light streaming through a window. Shot at 40mm f/1.8 from a low angle to give the product a heroic, editorial presence. The composition tells a story of a refined, comfortable lifestyle. High-end home decor brand editorial photography."
居家,home,storage,收納,home_stor_01_closet,衣櫥收納,Closet Organization,3:04,full,"This storage product inside a well-organized walk-in closet or wardrobe, neatly holding folded clothes, accessories, or shoes. The closet features clean white shelving with the storage product prominently displayed at eye level, filled with color-coordinated garments. Bright, even overhead closet lighting combined with soft ambient fill to eliminate deep shadows inside the compartments. The surrounding closet is tidy and aspirational, showcasing a decluttered, organized lifestyle. Shot at 35mm f/4 from a straight-on angle to show the full depth and capacity of the storage product in its intended environment."
居家,home,storage,收納,home_stor_02_desk,桌面整理,Desk Organization,4:03,light,"This desk organizer placed on a clean, modern workspace filled with neatly arranged stationery items including pens, scissors, sticky notes, and paper clips. The desk surface is light wood or white laminate with a laptop partially visible in the background for scale and context. A small potted succulent and a coffee cup add lifestyle warmth to the minimalist workspace scene. Natural window light from the left side creates soft directional shadows that add depth without harshness. Shot at 50mm f/3.5 from a 45-degree elevated angle to clearly show the organizer compartments and their contents."
居家,home,storage,收納,home_stor_03_bathroom,浴室收納,Bathroom Storage,3:04,full,"This storage product mounted on a bathroom wall or placed on a bathroom shelf, organizing toiletries such as shampoo bottles, cotton pads, and skincare items. The bathroom features clean white tiles, a modern faucet, and a small eucalyptus branch in a vase for a fresh, spa-like aesthetic. Bright, crisp lighting simulating daylight-balanced bathroom illumination with soft reflections on the tile surfaces. The organized arrangement contrasts with the clean, empty counter space around it to emphasize the product's tidying capability. Shot at 28mm f/5.6 to capture the bathroom context while keeping the storage product and its contents sharply in focus."
居家,home,storage,收納,home_stor_04_stacked,堆疊展示,Stackable Display,3:04,none,"Multiple units of this stackable storage container stacked three to four levels high on a clean floor or shelf surface, demonstrating the modular stacking design. Each container is slightly offset or in different colors to show variety, with one unit open to reveal neatly folded items inside. Labels or tags are visible on the front of each container for organizational reference. Even studio lighting with dual softboxes ensures the stacking structure casts clean, defined shadows showing the dimensional stability. Shot at 50mm f/5.6 from a low three-quarter angle to emphasize the vertical stacking height and stability of the modular system."
居家,home,storage,收納,home_stor_05_before_after,收納前後,Before & After Organization,4:03,full,"A side-by-side comparison showing a cluttered, messy space on the left and the same space perfectly organized with this storage product on the right. The before side features scattered items, tangled accessories, and an overwhelmed drawer or shelf with chaotic piles. The after side shows the same items neatly contained, labeled, and accessible inside the storage product with satisfying visual order. Consistent overhead lighting across both halves ensures a fair comparison with identical color temperature and brightness. Shot at 35mm f/5.6 from directly above to provide a clear top-down view of both the messy and organized states."
居家,home,kitchen,廚具,home_kit_01_cooking,烹飪場景,Active Cooking Scene,4:03,full,"This kitchenware product in active use during a cooking scene on a modern gas or induction stovetop with fresh ingredients being prepared. Vibrant vegetables, herbs, or proteins are visible in or near the cookware, with a wooden spoon or spatula resting alongside. Warm kitchen lighting with a combination of overhead range light and natural side window light creating an inviting, homey atmosphere. A slight wisp of steam or sizzle effect suggests the cooking action is happening in real time. Shot at 50mm f/2.8 from a slightly elevated angle to capture both the food inside the cookware and the kitchen counter context."
居家,home,kitchen,廚具,home_kit_02_hanging,掛架展示,Hanging Rack Display,3:04,light,"This kitchen utensil or cookware hanging from a stylish wall-mounted rack or hooks in a well-designed kitchen with white subway tile backsplash. Multiple utensils are arranged on the rack with the hero product in the center position, catching the most light. Copper, stainless steel, or matte black finishes gleam under warm pendant lighting from above. The composition shows the kitchen wall context with a marble countertop edge visible at the bottom of the frame. Shot at 40mm f/4 from a straight-on eye-level angle to present the hanging display as a buyer would see it in their own kitchen."
居家,home,kitchen,廚具,home_kit_03_ingredients,食材搭配,Kitchenware with Ingredients,1:01,light,"This kitchenware product surrounded by fresh, colorful ingredients on a rustic wooden cutting board or clean marble countertop. Ripe tomatoes, fresh basil, olive oil in a small dish, garlic cloves, and artisan bread are scattered artfully around the product. The ingredients suggest a delicious meal about to be prepared, with the kitchenware as the essential tool in the process. Bright natural light from a nearby window with a subtle backlight glow on the translucent ingredients like herbs and oil. Shot overhead at f/4.5 to create a food magazine flat-lay composition with the kitchenware as the central hero element."
居家,home,kitchen,廚具,home_kit_04_steam,蒸氣效果,Steam Ambiance Shot,4:03,full,"This pot or pan on a stovetop with beautiful wisps of steam rising from the surface, creating an atmospheric and appetizing culinary scene. The steam is backlit by warm kitchen lighting, making it glow and swirl dramatically against the darker background. The cookware lid is slightly ajar or just lifted, releasing the aromatic steam in a visually compelling way. Dark, moody kitchen background with focused warm spotlight on the cookware to create a professional food photography ambiance. Shot at 85mm f/2.8 from a low side angle to capture the full height of the rising steam column with beautiful bokeh in the background."
居家,home,kitchen,廚具,home_kit_05_set_display,整套展示,Complete Kitchen Set,4:03,none,"A complete kitchen product set laid out on a clean counter or table surface, showing every piece in the collection arranged from largest to smallest. Each item is slightly separated and angled to display its unique shape, with handles pointing in the same direction for visual consistency. The set includes pots, pans, lids, utensils, or accessories depending on the product line, all matching in finish and design. Even, bright studio lighting from a large overhead softbox ensures uniform illumination across every piece without hot spots. Shot at 35mm f/7.1 from a slightly elevated angle to capture the full breadth of the set while maintaining sharpness on every item."
居家,home,bathroom,浴室用品,home_bath_01_shower,淋浴場景,Shower Setting,3:04,full,"This bathroom product placed in a modern walk-in shower setting with glass panels, rainfall showerhead, and clean stone or tile walls. Water droplets on the glass and subtle moisture in the air create an authentic, fresh shower atmosphere. The product sits on a built-in shower niche or teak bench, positioned as the hero element in the wet environment. Bright, diffused lighting simulating daylight through a frosted bathroom window for a clean, spa-like illumination. Shot at 28mm f/4 from a low angle inside the shower to capture the full setting context while the product remains the focal point."
居家,home,bathroom,浴室用品,home_bath_02_towel_setup,毛巾擺設,Towel Arrangement,4:03,light,"Luxurious towels neatly folded and arranged on a bathroom shelf, ladder rack, or rolled in a woven basket in an elegant bathroom setting. The towels showcase their plush texture, color, and thickness with one towel slightly unfolded to reveal the soft terry cloth interior. A sprig of dried lavender, a bar of artisan soap, and a small candle are styled alongside for a premium spa aesthetic. Warm, soft lighting from recessed bathroom fixtures creates a cozy, welcoming atmosphere with gentle shadows in the fabric folds. Shot at 50mm f/3.2 from a three-quarter angle to capture the towel stack depth and the plush texture with inviting detail."
居家,home,bathroom,浴室用品,home_bath_03_soap_dispenser,洗手台,Bathroom Counter Display,1:01,light,"This soap dispenser or bathroom counter accessory placed beside a clean, modern vessel sink with a brushed nickel or matte black faucet. The counter is uncluttered with just the product, a small tray, and perhaps a ring dish or hand cream as complementary styling. A frameless mirror reflects soft, even lighting from above, adding depth and dimension to the simple composition. The overall aesthetic is minimalist luxury with clean lines and a neutral color palette of whites, grays, and natural stone. Shot at 40mm f/3.5 from a slight side angle to capture the sink faucet, mirror reflection, and product in a single cohesive frame."
居家,home,bathroom,浴室用品,home_bath_04_spa,SPA 氛圍,Spa Atmosphere,4:03,full,"This bathroom product in a luxurious spa-inspired setting with a freestanding bathtub partially filled with milky water and scattered flower petals. Flickering candles in glass holders line the tub edge, casting warm amber light and gentle reflections across the water surface. Eucalyptus branches hang from the shower fixture, and a bamboo bath tray holds the product alongside a book and a cup of herbal tea. The lighting is warm and low-key with a color temperature around 2800K, creating an intimate, deeply relaxing mood. Shot at 24mm f/2.8 from a wide elevated angle to capture the full bathtub scene with the product as the centerpiece of the self-care ritual."
居家,home,bathroom,浴室用品,home_bath_05_accessories,配件組合,Bathroom Accessories Set,4:03,none,"A complete set of matching bathroom accessories including soap dispenser, toothbrush holder, soap dish, tumbler, and tray arranged on a clean marble counter. Each piece shares the same material finish and design language, displayed with even spacing to emphasize the cohesive collection. The background features a neutral bathroom wall with subtle texture, keeping the focus on the product set's design consistency. Bright, balanced studio lighting with a large overhead diffuser ensures each piece is evenly lit with no harsh shadows between items. Shot at 45mm f/5.6 from a slightly elevated three-quarter angle to show the shapes, heights, and design details of every piece in the set."
玩具,toys,common,通用場景,toys_01_white_bg,白底主圖,White Background,1:01,none,"This toy/baby product on a pure white background. Professional toy photography with bright, cheerful lighting. The product is centered, showing its colorful design and appeal. Colors should appear vivid and accurate. Occupies about 80% of the frame. Shot at f/8 for maximum sharpness across the entire product. Fun, inviting commercial product photography."
玩具,toys,common,通用場景,toys_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional toy/baby product infographic. Show this product on a soft pastel or white background. Add friendly, colorful callout elements pointing to key features: safety material certification, age recommendation, educational benefits, and special features (washable, non-toxic, battery-free). Fun, parent-friendly design with rounded, soft typography. Even diffused lighting to ensure all callout labels are clearly legible. Child-safe and trustworthy aesthetic."
玩具,toys,common,通用場景,toys_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Close-up detail shots of this toy/baby product showing quality and safety. Focus on: smooth edges (no sharp points), material quality, stitching or assembly quality, paint finish (non-toxic), and any safety features. Bright, clean photography with even lighting. Shot with a macro lens at f/4 to isolate fine textures and seams. The details should reassure parents about safety and quality. Professional baby/toy product detail photography."
玩具,toys,common,通用場景,toys_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This toy/baby product shown with a child's hands or next to common objects to demonstrate its actual size. A child's hands gently holding or touching the product. Clean, soft background. Warm, gentle lighting. Straight-on angle at the child's eye level for natural perspective. The image clearly shows the product's scale for parents. Safe, warm, and inviting photography aesthetic."
玩具,toys,common,通用場景,toys_05_play_scene,遊戲場景,Play Scene,4:03,full,"A happy child playing with this toy in a bright, cheerful playroom. The child is engaged and smiling, showing genuine enjoyment. Colorful but not cluttered background with child-friendly decor. Warm, natural lighting creating a joyful atmosphere. Shot from a low angle at the child's level, f/2.8 to softly blur the background. The image captures the fun and educational value of the toy. Authentic family lifestyle photography."
玩具,toys,common,通用場景,toys_06_nursery_scene,兒童房場景,Nursery Scene,4:03,full,"This toy/baby product styled in a beautiful nursery or children's room. Pastel colors, cute decor, organized toy shelf or play area. The product is placed naturally in the child's space. Soft, warm lighting creating a safe, cozy atmosphere. Wide-angle composition at f/5.6 to show the room context while keeping the product sharp. Interior styling photography for parents who care about aesthetics. Modern nursery design magazine aesthetic."
玩具,toys,common,通用場景,toys_07_educational,教育展示,Educational Value,3:04,full,"This toy/baby product shown in an educational context. A child focused and learning while interacting with the product. Clean, organized learning space with books and art supplies nearby. The image conveys cognitive development, creativity, or motor skill building. Bright, encouraging photography style with soft window light from the side. Shallow depth of field at f/2.8 keeping the child and product in focus. Educational toy marketing photography."
玩具,toys,common,通用場景,toys_08_package_contents,配件全家福,Package Contents,1:01,light,"Complete contents of this toy/baby product neatly arranged on a clean surface. Show: the main product and all included pieces, accessories, and instructions. Top-down flat lay with cheerful, colorful arrangement. Each piece clearly visible and separated. Shot directly overhead at f/8 with diffused softbox lighting for even coverage. The layout shows everything the buyer will receive. Bright, fun 'what's in the box' photography."
